Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
440130,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390307,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
360092,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
450107,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
340050,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
420070,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
371322,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
390086,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
431312,Critical Access Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
360091,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
341323,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Same as the national average
390174,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
380090,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
390328,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390302,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Not Available
431325,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Same as the national average
441300,Critical Access Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
371309,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
440016,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370039,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
430091,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
370008,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Below the national average
341314,Critical Access Hospitals,Proprietary,TRUE,,Not Available,Same as the national average
390270,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420026,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
390052,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
450046,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
450154,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
370028,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370089,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
420033,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
361312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
361327,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
370183,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
440065,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Below the national average
341305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
380075,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
390115,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390323,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
430015,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370011,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
370014,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Above the national average
360029,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,Same as the national average
351335,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390204,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390321,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
450155,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
440200,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
361331,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
450147,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
380002,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Same as the national average
360148,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
360266,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
360058,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
440192,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
360134,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
340141,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Below the national average
380056,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
440133,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
373300,Childrens,Government - State,FALSE,,Not Available,Not Available
360132,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440161,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
390068,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
340113,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Below the national average
360147,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
360006,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Below the national average
351306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
360133,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
370025,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
360259,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
370227,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390061,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
360175,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
390185,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Above the national average
340130,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Same as the national average
440193,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
360118,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
370234,Acute Care Hospitals,Physician,TRUE,TRUE,5,Above the national average
370166,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
360123,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
440001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
420002,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
360082,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
390211,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
340099,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
340116,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Below the national average
440218,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,Not Available,Not Available
351327,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
440067,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
410011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
340090,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Above the national average
430084,Acute Care Hospitals,Government - Federal,TRUE,TRUE,Not Available,Not Available
370023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
360141,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
420053,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
363302,Childrens,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
360064,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Above the national average
450040,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Below the national average
340133,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
340129,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
440006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
440057,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
393308,Childrens,Voluntary non-profit - Private,FALSE,,Not Available,Not Available
440159,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
340159,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
390217,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
390027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
360041,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,5,Same as the national average
360121,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Below the national average
361311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
390223,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
440048,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Above the national average
361319,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
360066,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
341329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420007,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
440011,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
360365,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
440137,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
340186,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390076,Acute Care Hospitals,Proprietary,FALSE,TRUE,2,Same as the national average
391316,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
371307,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
390173,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370158,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
441307,Critical Access Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
440033,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
360096,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
420079,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
390322,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
340068,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
371321,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
441322,Critical Access Hospitals,Government - Local,TRUE,,Not Available,Not Available
351303,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Not Available
390084,Acute Care Hospitals,Proprietary,FALSE,TRUE,3,Same as the national average
381305,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
340173,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
393307,Childrens,Proprietary,TRUE,TRUE,Not Available,Not Available
351302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
390265,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440102,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
370180,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
391312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390039,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
391301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440125,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
370173,Acute Care Hospitals,Tribal,TRUE,TRUE,Not Available,Not Available
370004,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
360016,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Above the national average
341311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
420102,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,5,Not Available
390056,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
440187,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Below the national average
370006,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
340070,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
431316,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
420101,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
450184,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
390268,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
340151,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
360002,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
440058,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
420109,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
431300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
340049,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
361301,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
431335,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
341303,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
390058,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
371317,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390331,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,Not Available,Not Available
390035,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
360150,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
360192,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360025,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390016,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Same as the national average
390102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
340060,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
370097,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
431329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
390225,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
370206,Acute Care Hospitals,Physician,TRUE,TRUE,Not Available,Not Available
420107,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
440120,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
431306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
370210,Acute Care Hospitals,Physician,TRUE,TRUE,5,Not Available
351332,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
370093,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
361320,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390290,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
450102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390184,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
360075,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
450010,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Below the national average
420004,Acute Care Hospitals,Government - State,TRUE,TRUE,2,Below the national average
390044,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Above the national average
360010,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
440073,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Below the national average
360077,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
380021,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360351,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
370172,Acute Care Hospitals,Tribal,TRUE,TRUE,4,Not Available
390142,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Same as the national average
340098,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
350011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
380001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
370199,Acute Care Hospitals,Physician,TRUE,TRUE,Not Available,Not Available
440184,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360068,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
390145,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
390278,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
360170,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
441314,Critical Access Hospitals,Proprietary,TRUE,TRUE,4,Not Available
351311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370015,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
360218,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
341318,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
440031,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
431320,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
440182,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
440063,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
391306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370094,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
420089,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
361302,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
371334,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,Not Available,Not Available
360362,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,5,Not Available
371320,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
390330,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
361333,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
370072,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
390263,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
410007,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
370216,Acute Care Hospitals,Physician,TRUE,TRUE,Not Available,Not Available
351314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
360084,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
440189,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
431315,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
390104,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
441306,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,Not Available,Not Available
350015,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
390090,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
361322,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
361308,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
440002,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Below the national average
360145,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Above the national average
440018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440034,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
371328,Critical Access Hospitals,Government - Local,TRUE,TRUE,5,Same as the national average
351333,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
381313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370237,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
390147,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
391307,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
390118,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
450011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
351309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
360046,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,Same as the national average
440176,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390138,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390026,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
390160,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
450085,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
390019,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
351330,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
361306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
440032,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
361309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370047,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390008,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
360001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
363305,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
450152,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
390256,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Same as the national average
450024,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
350006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
380051,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
391304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
380018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
440227,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
371305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
450021,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
431323,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
441305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
383300,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
341328,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
381314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
390178,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
361303,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
420009,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
370001,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
360163,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
360112,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
440008,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
390070,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
360354,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420073,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
450023,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
360012,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,3,Same as the national average
380017,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390151,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
430048,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
440131,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
440070,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
370032,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
371332,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
370192,Acute Care Hospitals,Physician,TRUE,,Not Available,Not Available
340127,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
440081,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
351315,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
370041,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
340188,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
420018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
410013,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
360159,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
390198,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
